item_id,strategy_name,primary_url,author,source_hash,lineage_id,lineage_representative_item_id,lineage_size,nearest_item_id,relation,source_similarity,core_function_similarity,shared_post,shared_author
2022年度精选策略/64.ETF轮动策略升级-增加盘中止损.txt,ETF轮动策略升级-增加盘中止损,https://www.joinquant.com/post/38838,长鸿,613af7803f6181dcaf270b1476345d04d4568657fd5fe2fc19180228124a84f6,L-9a42e45f5a,2022年度精选策略/64.ETF轮动策略升级-增加盘中止损.txt,1,2022年度精选策略/16.ETF轮动策略升级-多类别-低回撤.txt,independent,0.796887,0.181818,false,false
2022年度精选策略/65.神级策略：桥水全天候策略-7年最大回撤仅3.5%.txt,神级策略：桥水全天候策略-7年最大回撤仅3.5%,https://www.joinquant.com/post/37928,easy184,b791d835048ff12ceea970e55e8382de768b392957927032781116567e36cdad,L-9e1602de7f,2022年度精选策略/65.神级策略：桥水全天候策略-7年最大回撤仅3.5%.txt,2,2022年度精选策略/7.致敬经典作品——小兵哥《一致性风险度量》——极速版.txt,near-duplicate,1.0,1.0,false,false
2022年度精选策略/66.ETF动量轮动MA乖离择时.txt,ETF动量轮动MA乖离择时,https://www.joinquant.com/post/35235,莫急莫急,72da7b5f03ea7eb8ac9d451c952c5b10c5e423cacd68e3868b8a4902d0ec8d9e,L-352af3b0f8,2022年度精选策略/66.ETF动量轮动MA乖离择时.txt,1,2023年度精选策略/7.ETF动量轮动RSRS择时-魔改3小优化.txt,independent,0.43778,0.210526,false,true
2022年度精选策略/67.三因子策略年化21%简单多因子策略框架.txt,三因子策略年化21%简单多因子策略框架,https://www.joinquant.com/post/37051,lastlivingsoul,3dde4e5ea250ad44bcb4c582ddac13ef3f7dda38f2835f107b6d3b169ce02043,L-0cb62d656a,2022年度精选策略/67.三因子策略年化21%简单多因子策略框架.txt,1,2020年度精选策略/45 布林带策略.txt,independent,0.179487,0.142857,false,false
2022年度精选策略/68.胜率78%，6年36倍，今年行情依然50%年化.txt,胜率78%，6年36倍，今年行情依然50%年化,https://www.joinquant.com/post/38141,何小爷,238b9a4c337a67e357f730e71c20db2fc79f90730c12aec8201d262e089be173,L-d6ec2d2c46,2022年度精选策略/68.胜率78%，6年36倍，今年行情依然50%年化.txt,1,2025年度精选策略/24.现在便宜的300就是最好的，收益惊人！【结束了】.txt,independent,0.533602,0.4375,false,false
2022年度精选策略/69.场内基金定投价值平均增强策略，年化30%+.txt,场内基金定投价值平均增强策略，年化30%+,https://www.joinquant.com/post/39272,子匀,8f2b63d33e82ebd3b5cf2388f28b3a731ccb5a81a905551fd4234d4fbd574f98,L-0526a28909,2022年度精选策略/69.场内基金定投价值平均增强策略，年化30%+.txt,1,2024年度精选策略/30.挖掘中国特色的估值体系投资机会，年化150%+.txt,independent,0.022599,0.0,false,true
2022年度精选策略/7.致敬经典作品——小兵哥《一致性风险度量》——极速版.txt,致敬经典作品——小兵哥《一致性风险度量》——极速版,https://www.joinquant.com/post/37611,jqz1226 ZUEL,dd45ef6d032c399d92847b04ac41d329269afedb1790978a52f167d072ac7e0c,L-9e1602de7f,2022年度精选策略/65.神级策略：桥水全天候策略-7年最大回撤仅3.5%.txt,2,2022年度精选策略/65.神级策略：桥水全天候策略-7年最大回撤仅3.5%.txt,near-duplicate,1.0,1.0,false,false
2022年度精选策略/70.（股票交易模板）小市值-EPS-成长因子选股.txt,（股票交易模板）小市值-EPS-成长因子选股,https://www.joinquant.com/post/36426,大蠢驴小疯子,efed093e6466187b0a9f2e7eb6c4339af64b95744713c6b28b1cf0b677c7a8ab,L-0c3f3987cb,2022年度精选策略/70.（股票交易模板）小市值-EPS-成长因子选股.txt,1,2023年度精选策略/21.截止到21年12月依然有效的小市值适配因子.txt,independent,0.309105,0.0,false,false
2022年度精选策略/71.期货日内策略三价均线结合ATR指标.txt,期货日内策略三价均线结合ATR指标,https://www.joinquant.com/post/36328,PokerTrader,0f36825fb8ca9aa276311aabe6835d8da0d1ca52042d4657edb620b6ad44588e,L-69863dff6d,2022年度精选策略/71.期货日内策略三价均线结合ATR指标.txt,1,2025年度精选策略/72.【股指期货】收盘折溢价策略.txt,independent,0.30596,0.176471,false,false
2022年度精选策略/72.随机森林 - 多因子模型.txt,随机森林 - 多因子模型,https://www.joinquant.com/post/37161,QUX_1369,d5591381e2cb353c0309d08727bfc50ee823d357b17416e560ead1183dd085ea,L-52ec9c8b80,2022年度精选策略/72.随机森林 - 多因子模型.txt,2,2023年度精选策略/75.机器学习策略分享.txt,near-duplicate,0.854749,0.818182,false,false
2022年度精选策略/73.实现净利润跳空策略.txt,实现净利润跳空策略,https://www.joinquant.com/post/37724,金融界懒羊羊,39905685b6de4336bf027c88c2bc5da6f8f29b71c18c37b0c27192b6a7658d16,L-57c31f6bc7,2022年度精选策略/73.实现净利润跳空策略.txt,1,2023年度精选策略/65.PB-POE+双均线--加入jq以来第一个成功的交易策略 一.txt,independent,0.168091,0.090909,false,false
2022年度精选策略/74.【动量应用V1】12年120倍，根据研报思路调整.txt,【动量应用V1】12年120倍，根据研报思路调整,https://www.joinquant.com/post/38163,free,e2a860ff04df31035633f6a1d329baba182e75b9216879b22b429ffd8eed3ebb,L-96fca4a65b,2022年度精选策略/3.截止到21年12月依然有效的小市值适配因子.txt,7,2023年度精选策略/21.截止到21年12月依然有效的小市值适配因子.txt,near-duplicate,0.880342,0.833333,false,false
2022年度精选策略/75.ETF轮动策略-入门2.0.txt,ETF轮动策略-入门2.0,https://www.joinquant.com/post/38120,vzhb,922e9cbd54b5bdd563d4fd65685830139d3a8ac75b74872e30aa0c4634ac730b,L-b10568e8ac,2022年度精选策略/75.ETF轮动策略-入门2.0.txt,6,2023年度精选策略/54.ETF轮动策略-入门1.0.txt,probable-variant,0.692037,0.423077,false,true
2022年度精选策略/76.ETF-控制回撤性能拉满（国债ETF增强).txt,ETF-控制回撤性能拉满（国债ETF增强),https://www.joinquant.com/post/36060,晒太阳的猫,336221ceeac68684aa893c8e75b66e7309a6db23b81a13e3ddb3a76e028c46cf,L-41583c0f84,2022年度精选策略/76.ETF-控制回撤性能拉满（国债ETF增强).txt,1,2020年度精选策略/45 布林带策略.txt,independent,0.148844,0.0,false,false
2022年度精选策略/77.龙头弱转强战法.txt,龙头弱转强战法,https://www.joinquant.com/post/37189,oupian,0db9e93a51999e10cf968d1d58e8a0d9caadb80764e2bc8b348881082164a949,L-e7e745a381,2022年度精选策略/77.龙头弱转强战法.txt,1,2024年度精选策略/28.正黄旗大妈选股法，修改版，年化92%.txt,independent,0.070809,0.0,false,true
2022年度精选策略/78.ffscore选股加rsrs择时.txt,ffscore选股加rsrs择时,https://www.joinquant.com/post/38552,美吉姆优秀毕业代表,ea3281e23a308e075bcd59815ace4e4e9d7ee57989a908e8e195846fbfc5bb7e,L-91a673979e,2022年度精选策略/78.ffscore选股加rsrs择时.txt,1,2023年度精选策略/28.F_Score 选股，年化80%+.txt,independent,0.239907,0.206897,false,false
2022年度精选策略/79.实盘一周50%的妖股探测器.txt,实盘一周50%的妖股探测器,https://www.joinquant.com/post/37894,Dr.QYQ,8f36bf38e4b306e643ef4aa0b6ff81b10bcb60afa78b3bc51c60cafca413aae7,L-193e7b7129,2022年度精选策略/79.实盘一周50%的妖股探测器.txt,1,2022年度精选策略/25.年初至今4倍，极致的Day Trading，56.8%胜率.txt,independent,0.534159,0.481481,false,true
2022年度精选策略/8.14个月200%，超短线实盘交易策略！无未来函数.txt,个月200%，超短线实盘交易策略！无未来函数,https://www.joinquant.com/post/36786,随波逐浪9,0a16bb97f139ede245df133db30eca73dc0106888bdec25ebd4acda696cbfd9e,L-ad86d8472c,2022年度精选策略/8.14个月200%，超短线实盘交易策略！无未来函数.txt,1,2022年度精选策略/80.短线策略-2022年两个半月收益45%-无未来函数.txt,independent,0.218616,0.142857,false,false
2022年度精选策略/80.短线策略-2022年两个半月收益45%-无未来函数.txt,短线策略-2022年两个半月收益45%-无未来函数,https://www.joinquant.com/post/36975,zk001,d700b1f9721f470cd9feec2696ffe440505ef3745f748661c5d81a419fffbdd3,L-37a0e9c26b,2022年度精选策略/80.短线策略-2022年两个半月收益45%-无未来函数.txt,1,2022年度精选策略/8.14个月200%，超短线实盘交易策略！无未来函数.txt,independent,0.218616,0.142857,false,false
2022年度精选策略/81.低PB小市值低换手策略总结.txt,低PB小市值低换手策略总结,https://www.joinquant.com/post/35317,QuantYY,cfd7148f8d26dc3065d64f85d6a3c028e21b177286ed1cb19c51c25a47fc193d,L-fe3965790a,2022年度精选策略/81.低PB小市值低换手策略总结.txt,1,2022年度精选策略/31.《趋势永存》持续16年跑赢大盘的真正靠谱策略.txt,independent,0.079585,0.0,false,false
2022年度精选策略/82.可转债知识总结.txt,可转债知识总结,,,d5b780dc601a73ef85d230087d661a32b6c4adc3030a7ba147cebdc0719b3e20,L-3b61b7cc63,2022年度精选策略/82.可转债知识总结.txt,1,2025年度精选策略/26.稳定高回报周期股策略2.txt,independent,0.023988,0.0,false,false
2022年度精选策略/83.开盘幅度决定日内方向.txt,开盘幅度决定日内方向,https://www.joinquant.com/post/40118,ZWK123,c8d4a9cd398d6ff599e0c060f07f9a7686826a03b043efe2e9684f69b7c68afb,L-ef8486add9,2022年度精选策略/83.开盘幅度决定日内方向.txt,1,2020年度精选策略/45 布林带策略.txt,independent,0.288889,0.142857,false,false
2022年度精选策略/84.多大规模的基金收益最好？偏股基金规模研究.txt,多大规模的基金收益最好？偏股基金规模研究,https://www.joinquant.com/post/37521,逆熵者,b8c0a8a7add75b3418458fde8923d24560d804556ac671696f70183805b657f4,L-5cc1113883,2022年度精选策略/84.多大规模的基金收益最好？偏股基金规模研究.txt,1,2025年度精选策略/53.基于大盘PE标准差偏离度的聪明基金定投策略.txt,independent,0.030104,0.0,false,true
2022年度精选策略/85.价值策略重开，再次向Jqz1226致敬.txt,价值策略重开，再次向Jqz1226致敬,https://www.joinquant.com/post/36092,南开小楼,59600d257884628ad5a44449d7dc8f062ea9ba1fcb0d41dfb81a756a4ef70fcc,L-1c8fe68c24,2022年度精选策略/85.价值策略重开，再次向Jqz1226致敬.txt,1,2025年度精选策略/31.RSRS择时+货币基金--6年8倍行业周期股策略.txt,independent,0.030891,0.0,false,true
2022年度精选策略/86.可转债双低策略.txt,可转债双低策略,,,4d9c32ace0f6a2540d52c76676dbd88c94349a86e462ae27178737cf183c925b,L-572c67e4df,2022年度精选策略/86.可转债双低策略.txt,1,2022年度精选策略/16.ETF轮动策略升级-多类别-低回撤.txt,independent,0.026264,0.0,false,false
2022年度精选策略/87.北上净买入策略.txt,北上净买入策略,https://www.joinquant.com/post/35902,daa,4407a657a937261c6a52977cbbae3263d09dd01924901cb7d252c45daa4707ac,L-8703896586,2022年度精选策略/87.北上净买入策略.txt,1,2024年度精选策略/80.【深度解析 一】经典小市值模型.txt,independent,0.107066,0.0,false,false
2022年度精选策略/88.打首板策略，今年收益达到40%，绝无未来函数（必回）.txt,打首板策略，今年收益达到40%，绝无未来函数（必回）,https://www.joinquant.com/post/36905,Pengpengpeng,a807ac976c28e237e0dd5f48f5b06755580e432134dc63d899cfd043695c7464,L-5e56d0beaf,2022年度精选策略/88.打首板策略，今年收益达到40%，绝无未来函数（必回）.txt,1,2023年度精选策略/9.10倍-二板排板战法优化-无未来函数.txt,independent,0.56066,0.3125,false,false
2022年度精选策略/89.年化收益55.7%， 超高胜率 0.799.txt,年化收益55.7%， 超高胜率 0.799,https://www.joinquant.com/post/37957,Ethan.Liu,39ef4334c61070d0e6a91f49e5ed8637aed67df1fe7e884a02f8ffea30ea8f2a,L-8778db04f4,2020年度精选策略/33 买入每个行业市值最大的股票.txt,2,2020年度精选策略/33 买入每个行业市值最大的股票.txt,near-duplicate,0.992732,0.0,false,false
2022年度精选策略/9.分享几个截止2022年3月仍有效的策略.txt,分享几个截止2022年3月仍有效的策略,,,7c605194528f0bbfd9d934cfc323a6a80a1ac30d487b454785db41ee2014df20,L-3a8fc9f8fd,2022年度精选策略/9.分享几个截止2022年3月仍有效的策略.txt,1,2023年度精选策略/21.截止到21年12月依然有效的小市值适配因子.txt,independent,0.489221,0.40625,false,false
2022年度精选策略/90.大师策略——柯林·麦克连成长价值优势投资法.txt,大师策略——柯林·麦克连成长价值优势投资法,https://www.joinquant.com/post/35642,BAFE1,7790208d0a9319e5d7c18008776660ae837f822b20e21a2e52e0cf71dff77d83,L-f123161169,2022年度精选策略/90.大师策略——柯林·麦克连成长价值优势投资法.txt,1,2025年度精选策略/35.精选价值策略.txt,independent,0.188458,0.071429,false,true
2022年度精选策略/91.【复现】特征分布建模择时.txt,【复现】特征分布建模择时,https://www.joinquant.com/post/38332,Hugo2046,724efc0fd2f9b8a59c6dbccf5277a3c40acd449eecdd6b11a2db0cc9f01b2b6f,L-51129a7c94,2022年度精选策略/91.【复现】特征分布建模择时.txt,1,2025年度精选策略/65.【分享】多因子指数增强.txt,independent,0.159306,0.0,false,true
2022年度精选策略/92.利用myTT库整合通达信公式——以“飞鹰优选”选股公式为例.txt,利用myTT库整合通达信公式——以“飞鹰优选”选股公式为例,,,c62ee46d17bded8ed97aeae9ddcba959a73a4a813f139127f8e050a3c2dca880,L-ba72d62fa7,2022年度精选策略/92.利用myTT库整合通达信公式——以“飞鹰优选”选股公式为例.txt,1,2020年度精选策略/45 布林带策略.txt,independent,0.02454,0.0,false,false
2022年度精选策略/93.因子看板多因子模型---由量化课堂多因子模型修改.txt,因子看板多因子模型---由量化课堂多因子模型修改,https://www.joinquant.com/post/35605,游星,3f3f7357aaf52e15976ad20c249aa9be36d5a9c91111f5191b5bce091eca1d31,L-860eefb9bc,2022年度精选策略/93.因子看板多因子模型---由量化课堂多因子模型修改.txt,2,2025年度精选策略/42.市值，研发支出，roe，三因子，跑赢大盘.txt,probable-variant,0.677524,0.571429,false,false
"2022年度精选策略/94.FoF, all in.txt","FoF, all in",,,83fa41001965d26d5749c2ad3ead4449f7c652ff806c7e77ebf5cfcd81da4ed1,L-14529039b9,"2022年度精选策略/94.FoF, all in.txt",1,聚宽2026年精选/100使用K-means 聚类对基金分类.py,independent,0.10089,0.0,false,false
2022年度精选策略/95.首席质量因子-Gross Profitabilit（简化版）.txt,首席质量因子-Gross Profitabilit（简化版）,https://www.joinquant.com/post/37683,养鸡小白,8b4c337fa8a461cf563a7c72a2e1a712136cfffd47e369eaebc5000c1dbb3d8a,L-ba2f267418,2022年度精选策略/95.首席质量因子-Gross Profitabilit（简化版）.txt,1,2020年度精选策略/52 布林带1.txt,independent,0.133487,0.111111,false,false
2022年度精选策略/96.集合竞价量比策略V1.txt,集合竞价量比策略V1,https://www.joinquant.com/post/38663,欧阳1991,03876f94cfaa1b16ccb71083f5ebb21f6e138d6396bff7f1c3dfd010bda9cc31,L-4c0b9e6508,2022年度精选策略/96.集合竞价量比策略V1.txt,1,2020年度精选策略/08 MACD单因子多头策略.txt,independent,0.151899,0.083333,false,false
2022年度精选策略/97.【涨停研究一】具有哪些因子的股票更容易涨停.txt,【涨停研究一】具有哪些因子的股票更容易涨停,,,d681cb97788062ec2942ca40ecbcb3ce8a84ab4750f7e932fb3fbb2d6d06de96,L-c7a72c6395,2022年度精选策略/97.【涨停研究一】具有哪些因子的股票更容易涨停.txt,1,2022年度精选策略/13.【涨停研究三】连板股票收益统计与回测.txt,independent,0.16731,0.0,false,false
2022年度精选策略/98.【漂亮50】“漂亮50”策略复现以及股息率排序函数.txt,【漂亮50】“漂亮50”策略复现以及股息率排序函数,https://www.joinquant.com/post/36018,山东大鹧鸪,c735224009c72b1b358cb074902353af3907ef3f5b20aef6963eb5db01ca479f,L-96fca4a65b,2022年度精选策略/3.截止到21年12月依然有效的小市值适配因子.txt,7,2023年度精选策略/48.【漂亮50 2.0止损版本】为了降低回撤，加入择时止损模块.txt,near-duplicate,0.917533,0.882353,false,false
2022年度精选策略/99.计算每日全A市场个股创新高比例(改).txt,计算每日全A市场个股创新高比例(改),,,4fa9607c4645b2ffec91e29924b0dd3e5e477b96884efa1c0892a1932cb8905e,L-1b99970a92,2022年度精选策略/99.计算每日全A市场个股创新高比例(改).txt,1,聚宽2026年精选/20小盘股动态调仓，100只10年17倍.py,independent,0.041667,0.0,false,false
2023年度精选策略/0.7年40倍，模拟超过两年，年化高回撤低.txt,年40倍，模拟超过两年，年化高回撤低,https://www.joinquant.com/post/30481,quakecat,e618c4dd749e0b961afa335931d5db3002c4a125871e12ab79dba235f3b201b0,L-51ff3fdf53,2022年度精选策略/14.为实盘做的更新：分钟级别和盘中止损.txt,4,2025年度精选策略/13.7年40倍，模拟超过两年，年化高回撤低.txt,exact-source,1.0,1.0,true,true
2023年度精选策略/1.龙头底分型战法-两年23倍.txt,龙头底分型战法-两年23倍,https://www.joinquant.com/post/34286,游资小码哥,acd3374a39164dc48ea5009d4a6a4eca74bf5103355356687979def597cf121d,L-046de4a357,2023年度精选策略/1.龙头底分型战法-两年23倍.txt,1,2023年度精选策略/2.多策略融合-80倍-无未来函数.txt,independent,0.445299,0.148148,false,true
2023年度精选策略/10.一个简单而持续稳定的懒人超额收益策略.txt,一个简单而持续稳定的懒人超额收益策略,https://www.joinquant.com/post/30467,Gyron,7ad06d3727f5dd8320e6e40801237686c155eb6d9c3794ba186a1535cfa5cd27,L-1032b3d885,2023年度精选策略/10.一个简单而持续稳定的懒人超额收益策略.txt,2,2025年度精选策略/3.一个简单而持续稳定的懒人超额收益策略.txt,exact-source,1.0,1.0,true,true
2023年度精选策略/11.致敬市场--5 定投ETF之躺平赢.txt,致敬市场--5 定投ETF之躺平赢,https://www.joinquant.com/post/33683,Gyron,9f9a84cc133ed7a3f016c926a5073f0262d73e399b5464558301c9119cb94dee,L-f0a0760dcd,2023年度精选策略/11.致敬市场--5 定投ETF之躺平赢.txt,1,2025年度精选策略/3.一个简单而持续稳定的懒人超额收益策略.txt,independent,0.1198,0.142857,false,true
2023年度精选策略/12.【不含未来！】宽基etf轮动8年50倍年化60%.txt,【不含未来！】宽基etf轮动8年50倍年化60%,https://www.joinquant.com/post/32543,将就,4f23af79709488dd5bf5609cf8291a703d42f535a3590a39e72e4a4632eb7c40,L-e16b0dc63f,2023年度精选策略/12.【不含未来！】宽基etf轮动8年50倍年化60%.txt,2,2023年度精选策略/72.优化了一下宽基etf追涨的策略，值得深入研究.txt,near-duplicate,1.0,1.0,false,true
2023年度精选策略/13.胜率65%之缩量分歧反包战法.txt,胜率65%之缩量分歧反包战法,https://www.joinquant.com/post/34829,游资小码哥,ed576de7e6fba07b1d965201d65d0c75abaff1a111532468c9f34b3a9d02842c,L-4e2fa6a220,2023年度精选策略/13.胜率65%之缩量分歧反包战法.txt,1,2023年度精选策略/5.87.5%胜率之分歧反包二板.txt,independent,0.643949,0.214286,false,true
2023年度精选策略/14.2020年 267%年化 13%回撤 上涨趋势策略修改版.txt,年 267%年化 13%回撤 上涨趋势策略修改版,https://www.joinquant.com/post/31232,苦咖啡,3be3d1954731d6154f5c71da9725a668f0bceb0a72d24318db39130b8e726e12,L-0f44104193,2023年度精选策略/14.2020年 267%年化 13%回撤 上涨趋势策略修改版.txt,1,2020年度精选策略/53 小市值策略.txt,independent,0.278143,0.351351,false,false
2023年度精选策略/15.动量ETF轮动RSRS择时-升级.txt,动量ETF轮动RSRS择时-升级,https://www.joinquant.com/post/34489,萌新王富贵,c0bcc56927a40e3eec8c575f8678e5fa3ac8b4651cc230badc686e037dede583,L-b10568e8ac,2022年度精选策略/75.ETF轮动策略-入门2.0.txt,6,2023年度精选策略/16.8年13倍的ETF动量轮动策略，有滑点，无未来函数，回撤小！.txt,exact-source,1.0,1.0,true,true
2023年度精选策略/16.8年13倍的ETF动量轮动策略，有滑点，无未来函数，回撤小！.txt,年13倍的ETF动量轮动策略，有滑点，无未来函数，回撤小！,https://www.joinquant.com/post/34489,萌新王富贵,c0bcc56927a40e3eec8c575f8678e5fa3ac8b4651cc230badc686e037dede583,L-b10568e8ac,2022年度精选策略/75.ETF轮动策略-入门2.0.txt,6,2023年度精选策略/15.动量ETF轮动RSRS择时-升级.txt,exact-source,1.0,1.0,true,true
2023年度精选策略/17.20行代码8年胜率100%躲过了牛年第一场大跌.txt,行代码8年胜率100%躲过了牛年第一场大跌,https://www.joinquant.com/post/32112,摆摊挣保时,4f80ec6b4e207dd9cb53baabb5debfd16671229f8b3b92867781e29d79dccd51,L-e2d9b30bdc,2023年度精选策略/17.20行代码8年胜率100%躲过了牛年第一场大跌.txt,1,2022年度精选策略/57.别人恐惧我贪婪3——年化20%的股债组合.txt,independent,0.065134,0.0,false,false
2023年度精选策略/18.【复现】FFScore财务模型.txt,【复现】FFScore财务模型,https://www.joinquant.com/post/34748,Hugo2046,5a132b1120e9d7621254a908acc17e8ce41049f2a459a50d00b3d5981d402029,L-034ec459c8,2023年度精选策略/18.【复现】FFScore财务模型.txt,2,2023年度精选策略/90.一个月轮动股票换仓，内日做T，相对高频交易.txt,near-duplicate,0.749156,0.75,false,false
2023年度精选策略/19.人人可躺平16年3400%.txt,人人可躺平16年3400%,https://www.joinquant.com/post/33859,逆流的鱼,9dfebd90b0dcff7b410f3f0adcd7070dd0b6f5bc1544c477b110a1ce156cea7d,L-7945796826,2023年度精选策略/19.人人可躺平16年3400%.txt,1,2020年度精选策略/66 高于MA10买入低于MA20卖出回测半年收益率20.4%.txt,independent,0.078313,0.0,false,false
2023年度精选策略/2.多策略融合-80倍-无未来函数.txt,多策略融合-80倍-无未来函数,https://www.joinquant.com/post/35141,游资小码哥,e1a0fc7941f35a41b3821b5d81701849d3df7799dabe53b527360c2d4b633e66,L-a4f5bb4c32,2023年度精选策略/2.多策略融合-80倍-无未来函数.txt,1,2023年度精选策略/1.龙头底分型战法-两年23倍.txt,independent,0.445299,0.148148,false,true
2023年度精选策略/20.北向资金股票轮动-优质策略可直接实盘.txt,北向资金股票轮动-优质策略可直接实盘,https://www.joinquant.com/post/30772,Funine,27bd046a489141070f49d767d38ba29d7a34648f385ceb38edf4e699cd00ea35,L-601b75a34a,2023年度精选策略/20.北向资金股票轮动-优质策略可直接实盘.txt,1,2025年度精选策略/93北向Boll带_ETF组合宝付费策略.txt,independent,0.278061,0.0,false,true
2023年度精选策略/21.截止到21年12月依然有效的小市值适配因子.txt,截止到21年12月依然有效的小市值适配因子,https://www.joinquant.com/post/35690,wywy1995,8c7e2c1d58114eab4519563013667faa6a06c3381856d6333f8f7d81b5ecd358,L-96fca4a65b,2022年度精选策略/3.截止到21年12月依然有效的小市值适配因子.txt,7,2022年度精选策略/3.截止到21年12月依然有效的小市值适配因子.txt,exact-source,1.0,1.0,true,true
2023年度精选策略/22.简单到发指的股指策略(2013到现在收益10949%).txt,简单到发指的股指策略(2013到现在收益10949%),https://www.joinquant.com/post/30480,资金永不眠,90c32517c3b50a9c2675fa857f1129e26f83e61201fb5e8a4c7af72194e1cf86,L-5ff678469b,2023年度精选策略/22.简单到发指的股指策略(2013到现在收益10949%).txt,2,2025年度精选策略/19.简单到发指的股指策略(2013到现在收益10949%).txt,exact-source,1.0,1.0,true,true
2023年度精选策略/23.低AH溢价选股.txt,低AH溢价选股,https://www.joinquant.com/post/31236,子鹿,f53c33b60506b3be10586c0f3e4585ae57ef2fe9995314d9e36ea273e2e50655,L-7d40ffb032,2023年度精选策略/23.低AH溢价选股.txt,1,2023年度精选策略/65.PB-POE+双均线--加入jq以来第一个成功的交易策略 一.txt,independent,0.13229,0.111111,false,false
2023年度精选策略/24.ROE+PB模型的优化.txt,ROE+PB模型的优化,https://www.joinquant.com/post/34862,wywy1995,dd196200c29c7d9bf72946022917b483739b705d4125d817ef10e2700c8c4085,L-77e0c4be2a,2023年度精选策略/24.ROE+PB模型的优化.txt,1,2023年度精选策略/36.PEG+EBIT对小市值因子的优化.txt,independent,0.459797,0.611111,false,true
2023年度精选策略/25.这个可入得了你们法眼.txt,这个可入得了你们法眼,https://www.joinquant.com/post/34474,南山南11,169216002f490ccabdbc05daa2f5f8a293c0a642cc56bdc47f38521b62e3a016,L-a43f1eadc5,2023年度精选策略/25.这个可入得了你们法眼.txt,3,2025年度精选策略/1.龙回头3.0回测速度优化版.txt,near-duplicate,0.847506,0.842105,false,false
2023年度精选策略/27.从相关系数角度探讨etf轮动的可行性.txt,从相关系数角度探讨etf轮动的可行性,https://www.joinquant.com/post/34475,wywy1995,dc025e09d4199a475e661768476f934046256e1038a35134d92fedef28ff3274,L-b10568e8ac,2022年度精选策略/75.ETF轮动策略-入门2.0.txt,6,2023年度精选策略/4.8年10倍，回撤小，有滑点！ETF动量简单轮动策略！.txt,probable-variant,0.704931,0.578947,false,false
2023年度精选策略/28.F_Score 选股，年化80%+.txt,F_Score 选股，年化80%+,https://www.joinquant.com/post/31359,回测时间长一点,fe571e33e8c1a6c79ff28b5482f12339560b8e868d66c12790f73254e1dbd2ad,L-1cf3d9b51f,2023年度精选策略/28.F_Score 选股，年化80%+.txt,1,2022年度精选策略/78.ffscore选股加rsrs择时.txt,independent,0.239907,0.206897,false,false
2023年度精选策略/29.价值成长轮动策略.txt,价值成长轮动策略,https://www.joinquant.com/post/34745,wywy1995,ef2cada8373a64c422d58a1184100df11da2a38e5cef5ac035fa7e53a7f613b8,L-db82f5513c,2023年度精选策略/29.价值成长轮动策略.txt,1,2023年度精选策略/78.EPS+MS因子的大盘蓝筹策略.txt,independent,0.595017,0.407407,false,true
2023年度精选策略/3.苦咖啡-默默赚钱系列-改.txt,苦咖啡-默默赚钱系列-改,https://www.joinquant.com/post/31267,jqz1226 ZUEL,7d16ca7655f1d5a869180dc7d91c36989e0e9277bf760bd936626b6d53b2a7d5,L-85f126748d,2023年度精选策略/3.苦咖啡-默默赚钱系列-改.txt,1,2023年度精选策略/40.再改进可实盘-默默赚钱系列-风险控制-增强版本-V5.0.txt,independent,0.748709,0.166667,false,false
2023年度精选策略/30.跟着基金报团！！！174% 回撤 7.33%.txt,跟着基金报团！！！174% 回撤 7.33%,https://www.joinquant.com/post/31496,仓又加错了啊,1725ddd5da6acc869aa92a364276194f48931aa3b753fb8f9f5dedf0981e5d1f,L-960f3bfaef,2023年度精选策略/30.跟着基金报团！！！174% 回撤 7.33%.txt,1,2020年度精选策略/77 RSRS大盘择时优化.txt,independent,0.210879,0.0,false,false
2023年度精选策略/31.北向Boll带_ETF组合宝付费策略.txt,北向Boll带_ETF组合宝付费策略,https://www.joinquant.com/post/30461,Funine,0d976caee1aad97f98ed7d6d50d5c9e16c0836508af837a8ecb7b00df86b0e29,L-4f36942386,2023年度精选策略/31.北向Boll带_ETF组合宝付费策略.txt,2,2025年度精选策略/93北向Boll带_ETF组合宝付费策略.txt,exact-source,1.0,1.0,true,true
2023年度精选策略/32.最适合上班族的策略-神奇公式策略.txt,最适合上班族的策略-神奇公式策略,https://www.joinquant.com/post/32795,scottchenrui,3e10fc74f4db5b5616603e4114366ac955f2063456f37d8275e7feead828fe70,L-f0cfdafce0,2020年度精选策略/08 MACD单因子多头策略.txt,35,2020年度精选策略/64 12年年化34%，Sharpe1.2，银行股轮动.txt,near-duplicate,0.789595,0.677419,false,false
2023年度精选策略/33.趋势交易5.0 无择时-2年5倍不是梦.txt,趋势交易5.0 无择时-2年5倍不是梦,https://www.joinquant.com/post/31286,矢南,01f2129397a8b6c3ca5208e47fc41eb68e2af5c9fc23b8cff0c3fbec5d2d8d44,L-a86a74c127,2023年度精选策略/33.趋势交易5.0 无择时-2年5倍不是梦.txt,1,2023年度精选策略/3.苦咖啡-默默赚钱系列-改.txt,independent,0.202718,0.0,false,false
