trade_date,observation_date,score,target_position,signal_transition
2016-02-01,2016-01-29,0.8405002742025877,1,0
2016-02-02,2016-02-01,1.3997593318713706,1,0
2016-02-03,2016-02-02,1.3690377129845777,1,0
2016-02-04,2016-02-03,0.9909241323548077,1,0
2016-02-05,2016-02-04,0.7296377848277432,1,0
2016-02-15,2016-02-05,0.9465528181216816,1,0
2016-02-16,2016-02-15,0.9731129648663789,1,0
2016-02-17,2016-02-16,0.7745653720366219,1,0
2016-02-18,2016-02-17,0.5198093051853572,1,0
2016-02-19,2016-02-18,0.3635448572320786,1,0
2016-02-22,2016-02-19,0.05619193035314974,1,0
2016-02-23,2016-02-22,-0.13233524297703497,1,0
2016-02-24,2016-02-23,-0.3860685855892132,1,0
2016-02-25,2016-02-24,-0.4298980041333665,1,0
2016-02-26,2016-02-25,-0.5039099769705948,1,0
2016-02-29,2016-02-26,-0.48811320286503984,1,0
2016-03-01,2016-02-29,-0.4617385545108649,1,0
2016-03-02,2016-03-01,-0.4417077556293293,1,0
2016-03-03,2016-03-02,-0.43119282773928447,1,0
2016-03-04,2016-03-03,-0.5017650480734,1,0
2016-03-07,2016-03-04,-0.498278184623,1,0
2016-03-08,2016-03-07,-0.5438985498640511,1,0
2016-03-09,2016-03-08,-0.5423436369564546,1,0
2016-03-10,2016-03-09,-0.5775421178185625,1,0
2016-03-11,2016-03-10,-0.6057226011228125,1,0
2016-03-14,2016-03-11,-0.5913671764703019,1,0
2016-03-15,2016-03-14,-0.5765668472252407,1,0
2016-03-16,2016-03-15,-0.5634548805039948,1,0
2016-03-17,2016-03-16,-0.5735260199306991,1,0
2016-03-18,2016-03-17,-0.5468658493973667,1,0
2016-03-21,2016-03-18,-0.4390167924186361,1,0
2016-03-22,2016-03-21,-0.15848232188965827,1,0
2016-03-23,2016-03-22,0.17699034707131067,1,0
2016-03-24,2016-03-23,0.08175923704259004,1,0
2016-03-25,2016-03-24,0.17238467085279116,1,0
2016-03-28,2016-03-25,0.07911457795746735,1,0
2016-03-29,2016-03-28,0.5726466204965841,1,0
2016-03-30,2016-03-29,0.45876610539171186,1,0
2016-03-31,2016-03-30,0.5079518504953042,1,0
2016-04-01,2016-03-31,0.41550271986831644,1,0
2016-04-05,2016-04-01,0.8326631607336769,1,0
2016-04-06,2016-04-05,0.8856548821523801,1,0
2016-04-07,2016-04-06,0.768136607397418,1,0
2016-04-08,2016-04-07,0.6304787527020829,1,0
2016-04-11,2016-04-08,0.7736162926573622,1,0
2016-04-12,2016-04-11,0.4923963365909238,1,0
2016-04-13,2016-04-12,-0.11046130376074913,1,0
2016-04-14,2016-04-13,0.18523480375614582,1,0
2016-04-15,2016-04-14,0.34930211788519644,1,0
2016-04-18,2016-04-15,0.13994188843204827,1,0
2016-04-19,2016-04-18,0.15826789662225713,1,0
2016-04-20,2016-04-19,0.11543343030067664,1,0
2016-04-21,2016-04-20,-0.5638819611866089,1,0
2016-04-22,2016-04-21,-0.5758737703601222,1,0
2016-04-25,2016-04-22,-0.5326864075019327,1,0
2016-04-26,2016-04-25,-0.5066772783363791,1,0
2016-04-27,2016-04-26,-0.476005933205557,1,0
2016-04-28,2016-04-27,-0.4436220044511811,1,0
2016-04-29,2016-04-28,-0.40192379469578043,1,0
2016-05-03,2016-04-29,-0.37654465291958816,1,0
2016-05-04,2016-05-03,-0.3730644914205016,1,0
2016-05-05,2016-05-04,-0.3963166103628438,1,0
2016-05-06,2016-05-05,-0.4104605570940687,1,0
2016-05-09,2016-05-06,-0.4345562207358932,1,0
2016-05-10,2016-05-09,-0.3441695718482486,1,0
2016-05-11,2016-05-10,-0.3253845859144249,1,0
2016-05-12,2016-05-11,-0.24241665875662446,1,0
2016-05-13,2016-05-12,-0.14118522276890214,1,0
2016-05-16,2016-05-13,-0.030639979935803592,1,0
2016-05-17,2016-05-16,0.1148100511977389,1,0
2016-05-18,2016-05-17,0.5310199164781482,1,0
2016-05-19,2016-05-18,0.6534761747174198,1,0
2016-05-20,2016-05-19,0.7450793932859152,1,0
2016-05-23,2016-05-20,0.8121020415275735,1,0
2016-05-24,2016-05-23,0.8936075247635803,1,0
2016-05-25,2016-05-24,1.038055599880773,1,0
2016-05-26,2016-05-25,1.0726665815625345,1,0
2016-05-27,2016-05-26,1.1910911975328649,1,0
2016-05-30,2016-05-27,0.9048859756031002,1,0
2016-05-31,2016-05-30,1.3567876978239268,1,0
2016-06-01,2016-05-31,4.468713960982086,1,0
2016-06-02,2016-06-01,0.12946663738937034,1,0
2016-06-03,2016-06-02,0.014940457118640815,1,0
2016-06-06,2016-06-03,0.18579121384517552,1,0
2016-06-07,2016-06-06,0.18637416600833803,1,0
2016-06-08,2016-06-07,0.19260949659482718,1,0
2016-06-13,2016-06-08,0.1673335648024383,1,0
2016-06-14,2016-06-13,0.037260143839746136,1,0
2016-06-15,2016-06-14,0.08413946509512936,1,0
2016-06-16,2016-06-15,-0.15420819740051775,1,0
2016-06-17,2016-06-16,-0.18743276775062348,1,0
2016-06-20,2016-06-17,-0.23521532235493048,1,0
2016-06-21,2016-06-20,-0.2588193509235792,1,0
2016-06-22,2016-06-21,-0.3090540983843635,1,0
2016-06-23,2016-06-22,-0.3460297296713134,1,0
2016-06-24,2016-06-23,-0.39093121843914574,1,0
2016-06-27,2016-06-24,-0.5220409627687872,1,0
2016-06-28,2016-06-27,-0.5420591847432064,1,0
2016-06-29,2016-06-28,-0.5753367808756998,1,0
2016-06-30,2016-06-29,-0.5671814477938314,1,0
2016-07-01,2016-06-30,-0.5596903939196368,1,0
2016-07-04,2016-07-01,-0.5882794119720655,1,0
2016-07-05,2016-07-04,-0.43357073621376824,1,0
2016-07-06,2016-07-05,-0.44136507266503816,1,0
2016-07-07,2016-07-06,-0.3789129363931472,1,0
2016-07-08,2016-07-07,-0.27510295350300296,1,0
2016-07-11,2016-07-08,-0.39102596750009955,1,0
2016-07-12,2016-07-11,-0.15936410774376022,1,0
2016-07-13,2016-07-12,0.16272328042989526,1,0
2016-07-14,2016-07-13,0.21831293118833187,1,0
2016-07-15,2016-07-14,0.13436133556909505,1,0
2016-07-18,2016-07-15,0.12752985042568238,1,0
2016-07-19,2016-07-18,0.09653268976973489,1,0
2016-07-20,2016-07-19,0.03222679041905256,1,0
2016-07-21,2016-07-20,0.40244569690057164,1,0
2016-07-22,2016-07-21,0.46419637571679645,1,0
2016-07-25,2016-07-22,0.3713718850359536,1,0
2016-07-26,2016-07-25,0.09592666256479467,1,0
2016-07-27,2016-07-26,-0.11818225892445747,1,0
2016-07-28,2016-07-27,-0.46131406310904205,1,0
2016-07-29,2016-07-28,-0.3855847574965541,1,0
2016-08-01,2016-07-29,-0.3978793006103951,1,0
2016-08-02,2016-08-01,-0.41610794141548807,1,0
2016-08-03,2016-08-02,-0.4088482658543534,1,0
2016-08-04,2016-08-03,-0.41042647124330284,1,0
2016-08-05,2016-08-04,-0.3937599125109479,1,0
2016-08-08,2016-08-05,-0.3809050574993741,1,0
2016-08-09,2016-08-08,-0.37433472807489854,1,0
2016-08-10,2016-08-09,-0.34716035359235176,1,0
2016-08-11,2016-08-10,-0.3112989941875539,1,0
2016-08-12,2016-08-11,-0.27965518319947674,1,0
2016-08-15,2016-08-12,-0.2627506969848925,1,0
2016-08-16,2016-08-15,2.5450036196047683,1,0
2016-08-17,2016-08-16,1.5756872694867319,1,0
2016-08-18,2016-08-17,1.2814222698962066,1,0
2016-08-19,2016-08-18,1.1694116881671879,1,0
2016-08-22,2016-08-19,1.0357959258876812,1,0
2016-08-23,2016-08-22,1.7625932383955263,1,0
2016-08-24,2016-08-23,1.6732469520061073,1,0
2016-08-25,2016-08-24,1.504483642276033,1,0
2016-08-26,2016-08-25,1.5309998357644943,1,0
2016-08-29,2016-08-26,1.3936639051312814,1,0
2016-08-30,2016-08-29,1.2150343166246678,1,0
2016-08-31,2016-08-30,1.0494298957582773,1,0
2016-09-01,2016-08-31,0.888832323760448,1,0
2016-09-02,2016-09-01,0.854876486938221,1,0
2016-09-05,2016-09-02,0.6617925487050956,1,0
2016-09-06,2016-09-05,0.36828698603925447,1,0
2016-09-07,2016-09-06,0.1890163228686022,1,0
2016-09-08,2016-09-07,0.219222265534481,1,0
2016-09-09,2016-09-08,2.4993506905782015,1,0
2016-09-12,2016-09-09,1.8183189389375698,1,0
2016-09-13,2016-09-12,0.7937254317693015,1,0
2016-09-14,2016-09-13,0.5721116741654696,1,0
2016-09-19,2016-09-14,0.6614249550633826,1,0
2016-09-20,2016-09-19,0.5988592005884039,1,0
2016-09-21,2016-09-20,0.6210575553969706,1,0
2016-09-22,2016-09-21,0.7096254021253047,1,0
2016-09-23,2016-09-22,0.7368970108170119,1,0
2016-09-26,2016-09-23,0.7386385286041702,1,0
2016-09-27,2016-09-26,0.5013183537287687,1,0
2016-09-28,2016-09-27,0.598577462446052,1,0
2016-09-29,2016-09-28,0.6577350540136503,1,0
2016-09-30,2016-09-29,0.6689715994151758,1,0
2016-10-10,2016-09-30,0.6920333095503693,1,0
2016-10-11,2016-10-10,0.6722583421354036,1,0
2016-10-12,2016-10-11,0.3556449247013763,1,0
2016-10-13,2016-10-12,0.18369393129796618,1,0
2016-10-14,2016-10-13,0.10982086078848764,1,0
2016-10-17,2016-10-14,-0.18833821969071937,1,0
2016-10-18,2016-10-17,0.11627730686344676,1,0
2016-10-19,2016-10-18,0.27873770152118077,1,0
2016-10-20,2016-10-19,0.2730752843055215,1,0
2016-10-21,2016-10-20,0.11225792909786013,1,0
2016-10-24,2016-10-21,0.2532452308304274,1,0
2016-10-25,2016-10-24,1.1076992734650173,1,0
2016-10-26,2016-10-25,0.7913716411246294,1,0
2016-10-27,2016-10-26,0.6557860851145533,1,0
2016-10-28,2016-10-27,0.8198046620417773,1,0
2016-10-31,2016-10-28,0.8528128275625403,1,0
2016-11-01,2016-10-31,0.675347909782508,1,0
2016-11-02,2016-11-01,0.5364445200488474,1,0
2016-11-03,2016-11-02,0.3846901739703088,1,0
2016-11-04,2016-11-03,0.581409837239879,1,0
2016-11-07,2016-11-04,0.454826719634164,1,0
2016-11-08,2016-11-07,0.2095363098767621,1,0
2016-11-09,2016-11-08,0.009500957251772846,1,0
2016-11-10,2016-11-09,-0.19334248453394698,1,0
2016-11-11,2016-11-10,-0.18323303175503328,1,0
2016-11-14,2016-11-11,0.5634600029566756,1,0
2016-11-15,2016-11-14,1.1802649174539934,1,0
2016-11-16,2016-11-15,0.5969325572260767,1,0
2016-11-17,2016-11-16,0.32687236051697693,1,0
2016-11-18,2016-11-17,0.5016433727936139,1,0
2016-11-21,2016-11-18,0.4993832364799126,1,0
2016-11-22,2016-11-21,0.692789418557701,1,0
2016-11-23,2016-11-22,0.5307680277287932,1,0
2016-11-24,2016-11-23,0.5252735136469986,1,0
2016-11-25,2016-11-24,0.6207266239353075,1,0
2016-11-28,2016-11-25,0.868515557399203,1,0
2016-11-29,2016-11-28,0.6571860600554753,1,0
2016-11-30,2016-11-29,1.365142867892807,1,0
2016-12-01,2016-11-30,1.3348403678140952,1,0
2016-12-02,2016-12-01,1.151605970225273,1,0
2016-12-05,2016-12-02,1.1326617091952789,1,0
2016-12-06,2016-12-05,1.3817500476699336,1,0
2016-12-07,2016-12-06,1.327007013203284,1,0
2016-12-08,2016-12-07,1.4630433850482893,1,0
2016-12-09,2016-12-08,1.691419758231727,1,0
2016-12-12,2016-12-09,1.5076009184623036,1,0
2016-12-13,2016-12-12,0.35654612048585993,1,0
2016-12-14,2016-12-13,0.2883659112500792,1,0
2016-12-15,2016-12-14,0.3455130842305873,1,0
2016-12-16,2016-12-15,0.4072535923818076,1,0
2016-12-19,2016-12-16,0.5506711485155411,1,0
2016-12-20,2016-12-19,0.72374027251441,1,0
2016-12-21,2016-12-20,0.7727973468012749,1,0
2016-12-22,2016-12-21,0.8499771158644832,1,0
2016-12-23,2016-12-22,1.0789477998581873,1,0
2016-12-26,2016-12-23,0.9093918463084321,1,0
2016-12-27,2016-12-26,0.8122334241300815,1,0
2016-12-28,2016-12-27,0.9748244544924568,1,0
2016-12-29,2016-12-28,0.9289104684292601,1,0
2016-12-30,2016-12-29,0.9836077044197481,1,0
2017-01-03,2016-12-30,1.2676554461955598,1,0
2017-01-04,2017-01-03,1.4506431894264864,1,0
2017-01-05,2017-01-04,2.248317767887373,1,0
2017-01-06,2017-01-05,3.0305639769711834,1,0
2017-01-09,2017-01-06,0.42411641397770183,1,0
2017-01-10,2017-01-09,-0.019097250292257284,1,0
2017-01-11,2017-01-10,-0.4323129126352138,1,0
2017-01-12,2017-01-11,-0.5135084713354108,1,0
2017-01-13,2017-01-12,-0.5167107162491734,1,0
2017-01-16,2017-01-13,-0.5065273825659322,1,0
2017-01-17,2017-01-16,-0.7079417057409201,1,0
2017-01-18,2017-01-17,-0.7007017118289067,1,0
2017-01-19,2017-01-18,-0.6880392058903532,1,0
2017-01-20,2017-01-19,-0.6848337854472342,1,0
2017-01-23,2017-01-20,-0.5941348483358204,1,0
2017-01-24,2017-01-23,-0.5843922120395562,1,0
2017-01-25,2017-01-24,-0.631310448194116,1,0
2017-01-26,2017-01-25,-0.7038658180835948,1,0
2017-02-03,2017-01-26,-0.7748493178403585,1,0
2017-02-06,2017-02-03,-0.7265665814194546,1,0
2017-02-07,2017-02-06,-0.7161376591113677,1,0
2017-02-08,2017-02-07,-0.6820660840635371,1,0
2017-02-09,2017-02-08,-0.6350376969927796,1,0
2017-02-10,2017-02-09,-0.5222094619809116,1,0
2017-02-13,2017-02-10,-0.35161626094913934,1,0
2017-02-14,2017-02-13,-0.21318633171143733,1,0
2017-02-15,2017-02-14,-0.21653033134612013,1,0
2017-02-16,2017-02-15,-0.11729471429285891,1,0
2017-02-17,2017-02-16,0.4679569210860588,1,0
2017-02-20,2017-02-17,0.7916828176656908,1,0
2017-02-21,2017-02-20,1.291803373739385,1,0
2017-02-22,2017-02-21,0.8426153578212212,1,0
2017-02-23,2017-02-22,0.6957405396253278,1,0
2017-02-24,2017-02-23,0.7450124940513088,1,0
2017-02-27,2017-02-24,0.5539173191248579,1,0
2017-02-28,2017-02-27,0.5009566526700281,1,0
2017-03-01,2017-02-28,0.39362256781916594,1,0
2017-03-02,2017-03-01,0.36852218166615913,1,0
2017-03-03,2017-03-02,0.2698744598483826,1,0
2017-03-06,2017-03-03,0.14474070703720032,1,0
2017-03-07,2017-03-06,0.17511889223623653,1,0
2017-03-08,2017-03-07,0.007830520773061497,1,0
2017-03-09,2017-03-08,-0.17662674571110434,1,0
2017-03-10,2017-03-09,-0.243684109341511,1,0
2017-03-13,2017-03-10,-0.24024937133780203,1,0
2017-03-14,2017-03-13,-0.35328725718419995,1,0
2017-03-15,2017-03-14,-0.42873398069679236,1,0
2017-03-16,2017-03-15,-0.3769843542827033,1,0
2017-03-17,2017-03-16,-0.06806573527455416,1,0
2017-03-20,2017-03-17,-0.04959309050116617,1,0
2017-03-21,2017-03-20,0.08431580165351464,1,0
2017-03-22,2017-03-21,-0.12322146004412558,1,0
2017-03-23,2017-03-22,-0.08907178398261521,1,0
2017-03-24,2017-03-23,-0.11889398568939877,1,0
2017-03-27,2017-03-24,0.3115784114177342,1,0
2017-03-28,2017-03-27,0.5872948658749042,1,0
2017-03-29,2017-03-28,0.5706886274680891,1,0
2017-03-30,2017-03-29,0.30936289166604275,1,0
2017-03-31,2017-03-30,-0.05232958265360029,1,0
2017-04-05,2017-03-31,-0.03959709544525157,1,0
2017-04-06,2017-04-05,0.059888291208361276,1,0
2017-04-07,2017-04-06,-0.05628981092668235,1,0
2017-04-10,2017-04-07,-0.23242043013519884,1,0
2017-04-11,2017-04-10,-0.11336586879084165,1,0
2017-04-12,2017-04-11,-0.08791963766838112,1,0
2017-04-13,2017-04-12,-0.15190642926178574,1,0
2017-04-14,2017-04-13,-0.17508204538570735,1,0
2017-04-17,2017-04-14,-0.04376445559344351,1,0
2017-04-18,2017-04-17,-0.13864369037219965,1,0
2017-04-19,2017-04-18,-0.2140017328066131,1,0
2017-04-20,2017-04-19,-0.2967626196184344,1,0
2017-04-21,2017-04-20,-0.2203847358748115,1,0
2017-04-24,2017-04-21,-0.16991079747003002,1,0
2017-04-25,2017-04-24,-0.37868048283636274,1,0
2017-04-26,2017-04-25,-0.30077568039028235,1,0
2017-04-27,2017-04-26,-0.27422713701631146,1,0
2017-04-28,2017-04-27,-0.3257811281974623,1,0
2017-05-02,2017-04-28,-0.2635004965683062,1,0
2017-05-03,2017-05-02,-0.142347174636663,1,0
2017-05-04,2017-05-03,-0.033735213772631556,1,0
2017-05-05,2017-05-04,0.13489229842588718,1,0
2017-05-08,2017-05-05,0.42411784893639654,1,0
2017-05-09,2017-05-08,0.2690555530661839,1,0
2017-05-10,2017-05-09,0.3919471997262259,1,0
2017-05-11,2017-05-10,0.5469243286138311,1,0
2017-05-12,2017-05-11,0.16945546071832873,1,0
2017-05-15,2017-05-12,0.17219631343352554,1,0
2017-05-16,2017-05-15,0.18101088789307881,1,0
2017-05-17,2017-05-16,0.03835409840052535,1,0
2017-05-18,2017-05-17,0.0493773571167275,1,0
2017-05-19,2017-05-18,0.06297621881703884,1,0
2017-05-22,2017-05-19,-0.11092198109337086,1,0
2017-05-23,2017-05-22,-0.11215608076457825,1,0
2017-05-24,2017-05-23,-0.14630278405328176,1,0
2017-05-25,2017-05-24,-0.3062929144689226,1,0
2017-05-26,2017-05-25,0.4779946736981476,1,0
2017-05-31,2017-05-26,0.46953978492212867,1,0
2017-06-01,2017-05-31,0.647593845664546,1,0
2017-06-02,2017-06-01,0.4672271450243421,1,0
2017-06-05,2017-06-02,0.3779563800915845,1,0
2017-06-06,2017-06-05,0.2435083193963912,1,0
2017-06-07,2017-06-06,0.1463023904918883,1,0
2017-06-08,2017-06-07,0.2556269551998603,1,0
2017-06-09,2017-06-08,0.41453376985949403,1,0
2017-06-12,2017-06-09,0.40405073702903815,1,0
2017-06-13,2017-06-12,0.3686812815913975,1,0
2017-06-14,2017-06-13,0.49463593376857967,1,0
2017-06-15,2017-06-14,0.4714715189439016,1,0
2017-06-16,2017-06-15,0.3574212592271667,1,0
2017-06-19,2017-06-16,0.07787403887530117,1,0
2017-06-20,2017-06-19,-0.047086178233409035,1,0
2017-06-21,2017-06-20,-0.2951152834372246,1,0
2017-06-22,2017-06-21,-0.3845490572017118,1,0
2017-06-23,2017-06-22,1.8759954613941079,1,0
2017-06-26,2017-06-23,2.0783850426715085,1,0
2017-06-27,2017-06-26,2.130819489367367,1,0
2017-06-28,2017-06-27,1.4233526588370342,1,0
2017-06-29,2017-06-28,1.081870144200268,1,0
2017-06-30,2017-06-29,0.673319304997025,1,0
2017-07-03,2017-06-30,0.4478662713789932,1,0
2017-07-04,2017-07-03,0.586781170364148,1,0
2017-07-05,2017-07-04,0.5619941977077952,1,0
2017-07-06,2017-07-05,0.5999869561790053,1,0
2017-07-07,2017-07-06,0.6148067710559055,1,0
2017-07-10,2017-07-07,0.4526669420400568,1,0
2017-07-11,2017-07-10,0.38820830059346756,1,0
2017-07-12,2017-07-11,0.5207649262730821,1,0
2017-07-13,2017-07-12,0.2640085101588066,1,0
2017-07-14,2017-07-13,0.0261377722614937,1,0
2017-07-17,2017-07-14,-0.5730102329804448,1,0
2017-07-18,2017-07-17,-0.6373339582271028,1,0
2017-07-19,2017-07-18,-0.5364680968185258,1,0
2017-07-20,2017-07-19,-0.25441821564084327,1,0
2017-07-21,2017-07-20,-0.4422285716422541,1,0
2017-07-24,2017-07-21,-0.48483296256158603,1,0
2017-07-25,2017-07-24,-0.47386302116640683,1,0
2017-07-26,2017-07-25,-0.4669387741557697,1,0
2017-07-27,2017-07-26,-0.4358102059710853,1,0
2017-07-28,2017-07-27,-0.48886348702323656,1,0
2017-07-31,2017-07-28,-0.6602493741703052,1,0
2017-08-01,2017-07-31,-0.7120361804255405,1,0
2017-08-02,2017-08-01,-0.7674645604311,1,0
2017-08-03,2017-08-02,-0.9216238023091632,0,-1
2017-08-04,2017-08-03,-1.0113786730739884,0,0
2017-08-07,2017-08-04,-1.0093688068739393,0,0
2017-08-08,2017-08-07,-1.0213781154453483,0,0
2017-08-09,2017-08-08,-1.071612814804165,0,0
2017-08-10,2017-08-09,-1.092533800385481,0,0
2017-08-11,2017-08-10,-0.8527194550722327,0,0
2017-08-14,2017-08-11,-1.0304503789152035,0,0
2017-08-15,2017-08-14,-0.8071761168575413,0,0
2017-08-16,2017-08-15,-0.7309717524177836,0,0
2017-08-17,2017-08-16,-0.6258001507332396,0,0
2017-08-18,2017-08-17,-0.6266141588273687,0,0
2017-08-21,2017-08-18,-0.6362459572008868,0,0
2017-08-22,2017-08-21,-0.6410658606225266,0,0
2017-08-23,2017-08-22,-0.6275263654975274,0,0
2017-08-24,2017-08-23,-0.6025801496459273,0,0
2017-08-25,2017-08-24,-0.5685155300069705,0,0
2017-08-28,2017-08-25,-0.340118897785051,0,0
2017-08-29,2017-08-28,1.1699575047781918,1,1
2017-08-30,2017-08-29,0.7232370379040757,1,0
2017-08-31,2017-08-30,0.5788093180603501,1,0
2017-09-01,2017-08-31,0.6495988297307359,1,0
2017-09-04,2017-09-01,0.5005180894156511,1,0
2017-09-05,2017-09-04,0.4636841199233195,1,0
2017-09-06,2017-09-05,0.5278148505079494,1,0
2017-09-07,2017-09-06,0.7704334303415553,1,0
2017-09-08,2017-09-07,0.9593265218555783,1,0
2017-09-11,2017-09-08,0.8726891559445487,1,0
2017-09-12,2017-09-11,0.7713906144792798,1,0
2017-09-13,2017-09-12,0.45122770069766843,1,0
2017-09-14,2017-09-13,0.30985980495208165,1,0
2017-09-15,2017-09-14,-0.06791691397420978,1,0
2017-09-18,2017-09-15,-0.4163259171131089,1,0
2017-09-19,2017-09-18,-0.6730624931558896,1,0
2017-09-20,2017-09-19,-0.9208674774324227,0,-1
2017-09-21,2017-09-20,-0.18873350136423692,0,0
2017-09-22,2017-09-21,-0.7682298477209163,0,0
2017-09-25,2017-09-22,-0.718994728851989,0,0
2017-09-26,2017-09-25,-0.5753683716357281,0,0
2017-09-27,2017-09-26,0.38242746859378157,0,0
2017-09-28,2017-09-27,0.46171411328828255,0,0
2017-09-29,2017-09-28,1.3017822344472814,1,1
2017-10-09,2017-09-29,1.9593595411126574,1,0
2017-10-10,2017-10-09,3.5141465200113546,1,0
2017-10-11,2017-10-10,4.040348798136451,1,0
2017-10-12,2017-10-11,2.658758413570781,1,0
2017-10-13,2017-10-12,1.764184517457592,1,0
2017-10-16,2017-10-13,1.2228635285943492,1,0
2017-10-17,2017-10-16,1.3157741272779815,1,0
2017-10-18,2017-10-17,1.3094305021285004,1,0
2017-10-19,2017-10-18,1.2769242388789794,1,0
2017-10-20,2017-10-19,1.112154356331808,1,0
2017-10-23,2017-10-20,1.179848576349985,1,0
2017-10-24,2017-10-23,1.0334162821647521,1,0
2017-10-25,2017-10-24,1.1306557198543976,1,0
2017-10-26,2017-10-25,1.075609809737195,1,0
2017-10-27,2017-10-26,1.3202841539424899,1,0
2017-10-30,2017-10-27,1.1882390833371108,1,0
2017-10-31,2017-10-30,1.6092742005036076,1,0
2017-11-01,2017-10-31,1.185166652184595,1,0
2017-11-02,2017-11-01,1.2468243209445184,1,0
2017-11-03,2017-11-02,1.435820236315138,1,0
2017-11-06,2017-11-03,2.1350898076009646,1,0
2017-11-07,2017-11-06,2.3418234472520507,1,0
2017-11-08,2017-11-07,2.0661051547739993,1,0
2017-11-09,2017-11-08,1.9350880281438396,1,0
2017-11-10,2017-11-09,1.8042595214055288,1,0
2017-11-13,2017-11-10,1.7275952114580806,1,0
2017-11-14,2017-11-13,0.915335174911131,1,0
2017-11-15,2017-11-14,0.8617835357528549,1,0
2017-11-16,2017-11-15,0.756177287464118,1,0
2017-11-17,2017-11-16,0.5815561353935514,1,0
2017-11-20,2017-11-17,0.5326843404372167,1,0
2017-11-21,2017-11-20,0.6006403515875449,1,0
2017-11-22,2017-11-21,1.359149126276219,1,0
2017-11-23,2017-11-22,1.4639571809157415,1,0
2017-11-24,2017-11-23,2.1636661125058407,1,0
2017-11-27,2017-11-24,2.010181203900941,1,0
2017-11-28,2017-11-27,1.958987431610596,1,0
2017-11-29,2017-11-28,1.7645621113688674,1,0
2017-11-30,2017-11-29,1.47622525692786,1,0
2017-12-01,2017-11-30,1.2613573323889933,1,0
2017-12-04,2017-12-01,1.2330314113127852,1,0
2017-12-05,2017-12-04,1.1964533595147144,1,0
2017-12-06,2017-12-05,1.2613268431379796,1,0
2017-12-07,2017-12-06,1.1022198561604948,1,0
2017-12-08,2017-12-07,1.4009221186773642,1,0
2017-12-11,2017-12-08,1.4465685381361448,1,0
2017-12-12,2017-12-11,1.446663681270265,1,0
2017-12-13,2017-12-12,1.496637147054352,1,0
2017-12-14,2017-12-13,1.7437761543729997,1,0
2017-12-15,2017-12-14,1.7178534232245262,1,0
2017-12-18,2017-12-15,1.5361712687347486,1,0
2017-12-19,2017-12-18,3.561047188599899,1,0
2017-12-20,2017-12-19,0.26280193517777817,1,0
2017-12-21,2017-12-20,-0.2795279569705838,1,0
2017-12-22,2017-12-21,-0.25842687940948594,1,0
2017-12-25,2017-12-22,-0.47859932424474466,1,0
2017-12-26,2017-12-25,-0.41069871326838675,1,0
2017-12-27,2017-12-26,-0.41785036468474757,1,0
2017-12-28,2017-12-27,-0.4808175030365169,1,0
2017-12-29,2017-12-28,-0.5074336657048101,1,0
2018-01-02,2017-12-29,-0.530028364043536,1,0
2018-01-03,2018-01-02,-0.4290629023294733,1,0
2018-01-04,2018-01-03,0.04086413460336914,1,0
2018-01-05,2018-01-04,-0.13832435055103845,1,0
2018-01-08,2018-01-05,-0.2559964368238643,1,0
2018-01-09,2018-01-08,-0.16319748352688743,1,0
2018-01-10,2018-01-09,-0.10384301905172773,1,0
2018-01-11,2018-01-10,-0.07178980852793744,1,0
2018-01-12,2018-01-11,-0.11617585050478932,1,0
2018-01-15,2018-01-12,-0.1815066358426094,1,0
2018-01-16,2018-01-15,-0.009221016899865948,1,0
2018-01-17,2018-01-16,0.032830226359360636,1,0
2018-01-18,2018-01-17,0.2754094140248225,1,0
2018-01-19,2018-01-18,0.2890489512140214,1,0
2018-01-22,2018-01-19,0.402248573967525,1,0
2018-01-23,2018-01-22,0.5254291988403049,1,0
2018-01-24,2018-01-23,0.5440921737343438,1,0
2018-01-25,2018-01-24,0.7042738282829389,1,0
2018-01-26,2018-01-25,0.7277855572178766,1,0
2018-01-29,2018-01-26,0.7937559884656629,1,0
2018-01-30,2018-01-29,1.1073467120821898,1,0
2018-01-31,2018-01-30,1.0690428086102393,1,0
2018-02-01,2018-01-31,0.9457876521253795,1,0
2018-02-02,2018-02-01,0.7682947668489583,1,0
2018-02-05,2018-02-02,0.37359402634014466,1,0
2018-02-06,2018-02-05,0.11691519420458597,1,0
2018-02-07,2018-02-06,-0.19987469370420005,1,0
2018-02-08,2018-02-07,-0.8526829315537942,0,-1
2018-02-09,2018-02-08,-0.7221271691378486,0,0
2018-02-12,2018-02-09,-0.6642892812473622,0,0
2018-02-13,2018-02-12,-0.52260778025218,0,0
2018-02-14,2018-02-13,-0.4331105639663505,0,0
2018-02-22,2018-02-14,-0.3600277137203076,0,0
2018-02-23,2018-02-22,-0.3192205483311178,0,0
2018-02-26,2018-02-23,-0.24668161709043585,0,0
2018-02-27,2018-02-26,-0.2026039171854826,0,0
2018-02-28,2018-02-27,-0.16619960669273712,0,0
2018-03-01,2018-02-28,-0.08407678402554257,0,0
2018-03-02,2018-03-01,-0.24146352061728193,0,0
2018-03-05,2018-03-02,-0.1934343206500978,0,0
2018-03-06,2018-03-05,-0.13013623190599968,0,0
2018-03-07,2018-03-06,-0.14381949940129538,0,0
2018-03-08,2018-03-07,-0.2416966314181149,0,0
